"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 07 13:40:01 GMT 2024","Wed Aug 07 13:40:01 GMT 2024","10","Surefire suite","Surefire test","TestTest","TestTest","testPass","testPass",""
